;Unnamed: 0;Bauteilbreite;Bauteilgewicht;Bauteillaenge;DOE_Simulation;Fuellprobleme;Kuehlzeit;Legobaustein;Max_Deformation;Max_Verzug;Max_Volumenschwindung;Nachdruck;Nachdruckzeit;Schmelzetemperatur;Testlauf;Volumenstrom;Wandtemperatur;Laenge;Breite;Hoehe;Volumen;Schussvolumen;Mittlere_Wanddicke;Max_Wanddicke;Min_Wanddicke;Fliessweglaenge;Oberflaeche;Ration_Oberflaeche_Volumen;Fliesswegwanddickenverhaeltnis;Ration_Min_Wanddicke_Max_Wanddicke;theoretische_Kuehlzeit;Plastifizierleistung;PACYNA1;PACYNA2;PACYNA3;Haupttraegheitsmomente1;Haupttraegheitsmomente2;Haupttraegheitsmomente3;N_Noppen_Reihe;N_Reihen;Sockelhoehe;Noppenhoehe
46;46;29.59483815;15.177;89.3640289;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.4020259976;0.1008016393;11.52359009;527;4.9;226;35;100.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
47;47;29.59689706;15.177;89.35889769;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.4077153206;0.0998533815099999;11.6038599;527;4.9;226;36;199.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
48;48;29.10792401;14.77;88.91843609;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.6974745393;0.3145124018;16.21931648;173;4.9;254;37;100.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
49;49;29.10840476;14.766;88.89978762;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.705134809;0.3139734268;16.21905136;173;4.9;254;38;199.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
50;50;29.55600929;15.115;89.21882815;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.5183347464;0.1905912459;13.38346672;527;4.9;254;39;100.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
51;51;29.55680694;15.114;89.20922837;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.521596849;0.1934627295;13.28324699;527;4.9;254;40;199.3483;26;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
52;52;29.23533336;14.763;88.72462654;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.766910255;0.1895841658;14.62734509;173;4.9;226;41;100.3483;54;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
53;53;29.23894573;14.762;88.71125093;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.77444309;0.1879006475;14.63271618;173;4.9;226;42;199.3483;54;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
54;54;29.63891641;15.115;89.06568545;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.557090342;0.09740833193;11.86214066;527;4.9;226;43;100.3483;54;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
55;55;29.63865093;15.114;89.05751428;DOE1,txt;0.0;29.7;3x1_Lego_flach;0.5642056465;0.1048690453;11.96790504;527;4.9;226;44;199.3483;54;90;30;29.5;17228.7939999999;17228.7939999999;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.196158199999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.8909999999999;3;1;11.5;18
